Epoch, Train Log-likelihood, Train Accuracy, Train RMSE, Validation Log-likelihood, Validation Accuracy, Validation RMSE
1, -0.71616,  0.63140,  1.26926, -0.69415,  0.67407,  1.22363
2, -0.71306,  0.57338,  1.27261, -0.69078,  0.69630,  1.22482
3, -0.70650,  0.66212,  1.26499, -0.68697,  0.71852,  1.22615
4, -0.70641,  0.68942,  1.29071, -0.68273,  0.72593,  1.22767
5, -0.70046,  0.69625,  1.27304, -0.67944,  0.76296,  1.22882
6, -0.70090,  0.68942,  1.27083, -0.67557,  0.76296,  1.22986
7, -0.69960,  0.67918,  1.25361, -0.67242,  0.77037,  1.23115
8, -0.69568,  0.70307,  1.25729, -0.66900,  0.77778,  1.23236
9, -0.69090,  0.68601,  1.27250, -0.66555,  0.77778,  1.23362
10, -0.68999,  0.70990,  1.28351, -0.66234,  0.77778,  1.23488
11, -0.68691,  0.70990,  1.27375, -0.66074,  0.77778,  1.23548
12, -0.68510,  0.70307,  1.33390, -0.65897,  0.77778,  1.23614
13, -0.68481,  0.71672,  1.21998, -0.65730,  0.78519,  1.23686
14, -0.68503,  0.70648,  1.28108, -0.65598,  0.78519,  1.23745
15, -0.68244,  0.70648,  1.28119, -0.65432,  0.78519,  1.23814
16, -0.68171,  0.72355,  1.28989, -0.65269,  0.78519,  1.23879
17, -0.68009,  0.71331,  1.26943, -0.65134,  0.78519,  1.23930
18, -0.67459,  0.71672,  1.18878, -0.64927,  0.78519,  1.23992
19, -0.67688,  0.72014,  1.29289, -0.64773,  0.78519,  1.24063
20, -0.67651,  0.71331,  1.27485, -0.64599,  0.78519,  1.24127
21, -0.67553,  0.71672,  1.29476, -0.64558,  0.78519,  1.24159
22, -0.67325,  0.73038,  1.26202, -0.64470,  0.78519,  1.24190
23, -0.67305,  0.72696,  1.27491, -0.64396,  0.78519,  1.24224
24, -0.67637,  0.73038,  1.26990, -0.64319,  0.78519,  1.24256
25, -0.67351,  0.72014,  1.31601, -0.64227,  0.78519,  1.24288
26, -0.67078,  0.72696,  1.26748, -0.64142,  0.78519,  1.24324
27, -0.67123,  0.72355,  1.28566, -0.64051,  0.78519,  1.24361
28, -0.67183,  0.72014,  1.24103, -0.63981,  0.78519,  1.24393
29, -0.66878,  0.72696,  1.25044, -0.63883,  0.78519,  1.24424
30, -0.66968,  0.72014,  1.28573, -0.63817,  0.78519,  1.24459
31, -0.66679,  0.71331,  1.28208, -0.63790,  0.78519,  1.24477
32, -0.66684,  0.72696,  1.33249, -0.63737,  0.78519,  1.24490
33, -0.66953,  0.72696,  1.29619, -0.63697,  0.78519,  1.24506
34, -0.66981,  0.72014,  1.28473, -0.63662,  0.78519,  1.24523
35, -0.66794,  0.72355,  1.31278, -0.63635,  0.78519,  1.24543
36, -0.66370,  0.72355,  1.23149, -0.63569,  0.78519,  1.24561
37, -0.66777,  0.72355,  1.28261, -0.63538,  0.78519,  1.24577
38, -0.66410,  0.72355,  1.27241, -0.63498,  0.78519,  1.24595
39, -0.66674,  0.72355,  1.28792, -0.63474,  0.78519,  1.24611
40, -0.66646,  0.72014,  1.31133, -0.63414,  0.78519,  1.24626
41, -0.66741,  0.72696,  1.31314, -0.63383,  0.78519,  1.24634
42, -0.66366,  0.71672,  1.28793, -0.63371,  0.78519,  1.24642
43, -0.66707,  0.72355,  1.33866, -0.63364,  0.78519,  1.24650
44, -0.66425,  0.72014,  1.29860, -0.63361,  0.78519,  1.24660
45, -0.66587,  0.73038,  1.26226, -0.63296,  0.78519,  1.24670
46, -0.66594,  0.73038,  1.32020, -0.63302,  0.78519,  1.24678
47, -0.66625,  0.72696,  1.27955, -0.63290,  0.78519,  1.24687
48, -0.66750,  0.72014,  1.29490, -0.63268,  0.78519,  1.24697
49, -0.66292,  0.72696,  1.26432, -0.63241,  0.78519,  1.24707
50, -0.66472,  0.72696,  1.27028, -0.63233,  0.78519,  1.24718

Mean validation ll: -0.64846, Mean validation accuracy:  0.77674, Mean validation RMSE:  1.24060
